0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
9999.999999999767,1.3277310924369747,2.1428571428571432,1.7647058823529416,32.99999999999999,0.9327731092436976,1.1092436974789914,1.0336134453781514,0.8991596638655457,0.6554621848739502,0.6638655462184869,7404.478991596596,7928.621848739487,8487.882352941175,8636.336134453784,8668.403361344586,7968.52941176475,1334.554621848743,1303.2184873949554,709.5798319327664,725.3697478991612,563.1092436974795,951.1008403361375
150000.0,1.75,1.75,1.5,39.0,0.75,0.9999999999999999,0.5,0.5,0.5,0.0,81032.25,81188.75,73840.5,51030.0,33838.25,29257.25,3664.75,2174.0,2115.0,948.5,1885.5,906.25
245000.0,1.25,1.75,1.75,37.25,0.9999999999999999,0.0,0.0,0.0,0.5,0.5000000000000001,248012.75,243732.0,241032.0,241086.5,235288.25,235861.75,9402.25,9171.75,11452.75,8653.0,6737.25,10858.75
241428.57142857142,1.7142857142857142,1.5714285714285716,1.4285714285714286,35.357142857142854,-0.6428571428571427,-0.7857142857142859,-0.4285714285714286,-0.14285714285714285,-0.8571428571428568,-0.3571428571428572,4203.785714285717,6387.142857142848,7047.0714285714275,4223.0,4950.857142857145,4064.071428571442,5203.428571428571,4835.214285714285,2876.214285714286,3938.4999999999995,2933.1428571428573,4931.857142857143
470000.0,1.0,3.0,2.0,37.0,2.0,2.0,0.0,0.0,0.0,0.0,519901.0,499024.0,494290.0,470617.0,398523.0,389927.0,0.0,20600.0,19000.0,14000.0,13600.0,13600.0
197500.0,1.75,2.25,1.25,34.5,2.0,2.0,1.5,1.0,0.5,0.5,120076.0,121501.25,122911.0,125175.75,128489.5,133787.0,4875.0,3954.0,5125.0,5450.0,7225.0,3763.0
420000.0,2.0,3.0,2.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,72874.0,71035.0,57503.0,56467.0,53995.0,55304.0,0.0,2000.0,1892.0,1979.0,2226.0,23011.0
79041.09589041088,1.7123287671232876,1.8767123287671235,1.5205479452054795,34.76712328767123,-0.013698630136986023,-0.3013698630136987,-0.45205479452054853,-0.5205479452054788,-0.6164383561643826,-0.7123287671232881,1588.7397260273792,1434.8356164383513,1356.0,1166.534246575342,859.8630136986467,1102.5479452055151,839.3150684931538,1051.3150684931506,661.7397260273938,543.1369863013729,990.8630136986262,872.2054794520577
50196.07843137246,1.588235294117647,2.1372549019607843,1.6862745098039214,33.35294117647059,1.3921568627450982,1.3725490196078431,1.568627450980392,1.3921568627450986,1.2941176470588243,1.1764705882352935,41240.82352941176,42705.58823529411,43252.529411764706,43756.23529411765,44142.05882352941,45435.80392156864,2482.9999999999986,1857.9411764705892,1798.6666666666674,1755.490196078431,2088.2352941176473,1673.627450980393
363333.3333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,38.333333333333336,0.33333333333333337,0.6666666666666666,-5.551115123125783e-17,0.0,0.0,0.0,348033.0,347866.6666666667,342082.6666666667,339001.0,343239.3333333334,337147.0,9522.333333333334,13937.0,12102.333333333332,13122.333333333334,12578.333333333334,9751.666666666666
